pop1,pop2
2006.2660202031386,2495.1211715847885
2010.6611395072462,2493.377710475994
2011.6325385261305,2517.2649345321042
2015.699849697392,2519.337012750651
2006.2831888978212,2517.570488524211
1997.0866713244827,2516.3939414908054
1976.2826178169814,2496.6054543896157
2007.1942301889192,2506.305413394472
1993.4156537193871,2514.95327653315
2011.6691294565117,2508.391391525229
2002.4690175681235,2504.0422898221955
1979.6337816829334,2521.25120382754
2019.2827390985046,2490.9844171464124
2005.9326750723171,2488.8547563211105
2027.6204266963591,2502.5167888400206
2007.3204496423298,2526.157645488118
2002.2652998138594,2513.513019384738
1999.4890518911545,2506.1112382037027
2000.104542955621,2495.196764489493
2014.8864523057086,2521.3418799743545
2000.9129534819206,2494.854028673633
1995.2913239012728,2503.2052245907526
1996.887926060192,2483.3479067220305
2007.3630098807666,2508.709981001885
2004.5298737994567,2513.7701585458444
1978.5140835315133,2513.288773485611
1989.9111054062773,2475.1246579195117
1998.6805330587952,2504.605785722611
2014.5737849295815,2499.5405101673005
2002.4651677556976,2519.9553870526647
2025.6915082818703,2490.655189312902
1999.7577171011544,2515.705897736214
1995.731780563186,2489.5428110590174
2011.3160728838868,2509.5100073854605
2008.253307376777,2493.0532984729443
2012.7899364547916,2493.5734350137836
2005.0310429094304,2483.00819366266
1997.826192745895,2486.9350989114546
1982.1807030760824,2493.5057701666237
1994.4061481662466,2508.435608676755
1998.6786111994059,2513.8847157568807
1981.8000638561912,2503.42822378763
1997.637679339291,2488.1211556982416
1992.6163154275428,2479.9604426995957
1981.9081014176595,2509.3250481047617
1967.3035241920975,2496.8567862857526
1992.0917506084916,2480.0287133857564
2003.433147640421,2511.979822492661
2002.6457347434725,2512.3949302428077
1999.4451384712897,2485.6349615309246
1997.4884970987366,2478.724902517506
1992.6013219340423,2496.647894251032
2000.9672466814711,2495.7970915766236
1994.505035296343,2507.412647403905
2009.0278496687818,2480.9190905587607
1978.2375598041745,2495.1899481654764
1992.2454300473062,2493.8686829100748
1986.584815452187,2512.754646780143
2020.370114671521,2493.57951071479
1994.1496254022447,2499.564670615211
1986.7845106475688,2473.4361368158934
2023.9464703253273,2493.912072802801
1993.5376387895828,2505.8734314279554
1989.268854161005,2504.1409030667037
2006.6264282169293,2506.484692255856
1988.7202032665543,2498.934747043662
1990.5242215129363,2491.533921216606
1992.0027437795832,2507.00970667223
1998.9764112581531,2527.595765159298
1995.5366471079412,2495.4128295845667
2005.5706407691196,2513.511979985589
1998.7790606675392,2495.0199329186175
2009.3513109916646,2496.3428884388136
2021.7638944834425,2491.65719263461
2000.0477237814441,2500.198451688069
1996.4678837810934,2513.5428293108534
1986.1229951016462,2466.9069117853487
2000.2202739343875,2496.719819424094
1999.3443491458527,2507.932389117993
2003.6236116096482,2519.673865911514
1994.6133409939425,2506.679271953212
1976.7410596433779,2487.145156489262
2007.9706506637517,2510.0358904715918
2018.2595393737727,2499.704685495114
1999.1791093295076,2496.207283452006
1995.4548687385472,2508.5711652389714
1976.6057433271399,2520.7003138611144
1992.2940531982315,2503.166372124243
2003.353858071162,2480.4433778039356
2006.5348334109483,2490.0796568590486
1991.0325465106387,2486.1234513309096
1988.8515999730926,2508.1690680352435
2003.077110943402,2499.4652393773245
1980.8189191394492,2516.001555205216
1979.9395310389316,2493.7069306067215
2018.4891665841858,2500.873604510123
1999.3340676388166,2498.6690141727
1987.4388659213332,2508.3304250278597
1988.1749666943497,2510.0290474084663
1990.8341659629052,2529.5642135279927
2004.4803431199127,2486.6721004459446
1979.4820932219936,2512.254511331079
2012.0537398942338,2508.444940482587
2004.660320640906,2504.5601258988695
2010.662188615745,2509.3442581327167
2011.7645535829108,2498.3853201728834
1997.3380263039994,2500.306509001067
1986.6921088957758,2495.5445560390467
2008.063779087733,2512.8391773778467
1994.0317247979096,2510.535589284378
1985.7412249494437,2492.8112935369245
1995.2456571461314,2499.1348656474274
1980.85621545595,2482.8333446364413
2002.781209088359,2501.0305207597316
2019.7810816705764,2523.608889495002
1983.007631024721,2519.143496702358
1976.7858781699713,2509.354473933846
1983.0559251092875,2505.407902174297
1999.4905261141892,2509.6511822296147
1985.883667128567,2482.9036102471337
1987.8007677533017,2485.1034324597836
1985.7855129630934,2489.3560963009522
2002.2421433614709,2493.2217624811137
1995.1794267502153,2483.6279614246855
1983.434375153428,2498.706565108894
1994.9085085870615,2506.0135961208894
1996.3967200895925,2466.4951596687097
1990.3492733270648,2498.672633279583
1984.8308500205599,2501.569547672301
2001.067723502304,2506.9600375405844
2005.1912969316309,2489.347284798924
1998.4859135065153,2509.737591895513
2014.6761013559096,2502.5842375813318
1993.1420305578908,2476.497720757412
2020.8643306017393,2485.6874666133176
1995.8076422959448,2482.3099046570214
1985.328393173669,2517.810445506139
1977.0575271212779,2515.2262264634137
2006.019493491365,2482.672469990875
1991.110346952779,2516.3328711717254
2001.4535970127956,2521.323770620384
2007.4187753408867,2476.112441543729
1997.9963162443537,2509.148768443317
1983.2100547678685,2490.264270823387
2010.4613417424196,2495.2927212393224
1998.575039713711,2475.7147586978385
1991.5823170628385,2513.4324515304047
1991.1856064949916,2502.343054501353
2002.6129255493113,2484.1121784532274
1985.1389674462316,2500.8710556046685
2027.7533627494822,2514.122981821258
2005.398379290482,2488.7257784818594
2005.5182072566765,2498.773655774996
2005.7079290404283,2470.7891070722585
1994.9983642083937,2509.8056133234336
1990.1165564743249,2484.1730535246606
2003.195930613047,2509.3520385810702
1988.7712223302833,2490.2899332733273
2005.8396840849114,2520.600500101832
2014.8117238491775,2487.2571601671775
2015.3544286877964,2544.4999003690186
2028.7621094327935,2481.974387984125
2007.7368823415288,2494.2473862720053
2001.156212305558,2495.2722845607555
1999.9423004018656,2486.582943145304
1988.8808862555986,2505.9008475842697
1995.4034381997644,2499.090854766203
2030.945666950163,2486.895457842839
2000.668685876955,2489.073956663045
1982.498217866886,2509.9782408461947
2001.4742226083783,2475.7769710831367
1996.593299684721,2504.8639964505433
1989.270835017854,2499.061156169427
1998.6563866162826,2501.204930813586
1982.9497473722602,2512.144724415746
2035.6887768852982,2504.6996666567466
1995.9775016332114,2498.7439559157574
1981.9653846238061,2501.675368311124
1995.5938587080548,2512.111205067915
2012.771016775357,2502.5267662240176
2002.4791977226052,2486.8675404852593
2010.8627910805765,2488.9351088591757
2002.3579301530733,2485.61079315402
1977.322674078513,2513.9201853506747
1999.9159603643927,2496.8226972748976
2003.919643908532,2510.151277930189
1996.3303849857941,2489.6814081457037
2006.662982962267,2500.809791934993
2016.5433895356737,2508.48531818579
2002.7451769139261,2516.285719488505
1985.7931806251556,2497.021323935684
1992.8007150727783,2504.4350105676185
2008.6776483442475,2463.404883741856
2001.0142848208015,2510.2957308702235
2003.1475027459826,2479.849868805061
1995.4426657985612,2512.10578524353
2011.9515733381993,2495.8591620400202
2014.1483527411092,2493.51909974624
2006.3950735340159,2514.252320459632
1993.1517905668281,2486.1950692153837
1981.7385178493182,2491.150215381339
1992.2193996944454,2517.6703637937676
2002.7118738201004,2510.79451023097
2016.6252902405158,2499.655581311375
2001.7554402957703,2528.111637336376
2008.1296973646627,2487.5216683422695
1989.5325449110371,2522.706397268385
1985.6978302991863,2487.3500812644943
2023.066890296938,2490.408002919152
1983.117356712189,2513.4415550178605
2008.0092019792673,2482.5628909719862
2017.8643403249666,2496.4703333150883
2020.3152314226384,2492.842658782728
2001.283161882116,2507.7049085701833
2002.200210936287,2495.6167317803875
1994.5635615184392,2481.4528466711445
1998.9830644242131,2533.9189495567475
2017.2904916097932,2522.9537068407035
2018.1219437884238,2493.5382382266616
2000.5881782241127,2503.073568343488
2007.2846815883036,2487.3320388054863
1990.8138462170193,2510.277770175631
2013.5780750982308,2507.952301129278
1997.3693520870427,2483.7329808919358
1999.788317637368,2493.223762468094
1981.1914635455214,2486.786942888205
1991.404525685468,2469.709851469625
1992.175397797733,2497.4612302338614
1980.923217790253,2505.6149280481773
1976.1642790350993,2509.1213023119553
1998.1835145591365,2517.9833273144886
1998.9098144589034,2497.6399447726963
2009.4852051613962,2484.2229664170445
2009.432976535188,2477.1061677720418
1998.8224326699612,2505.821099937807
2001.9011148485502,2502.5260652156344
1986.8684321702208,2497.272387127361
1973.413783482258,2495.105538869851
2006.9799069941414,2509.0577406261264
1985.4113608509563,2492.105679994125
2009.683343348143,2496.4521877013613
1970.3370964523504,2509.8116042379525
1993.5152821132724,2505.968436800768
1992.0827231556134,2511.8034855161673
2000.9531718715086,2490.576239901774
2015.7092015365306,2509.8263125001017
2014.3620674635617,2483.337144475954
2000.988745794176,2510.3287795407355
2006.5494958258066,2490.2604814592787
2009.18682792742,2497.788057488341
1995.4729989853436,2488.2842180480648
1993.9847206904658,2507.7653720809153
2011.8412526752186,2503.836213089726
2016.4662723898314,2493.497679656177
2000.884929500471,2487.004790798887
1998.4048532637075,2492.1537406761286
1985.8343295047766,2492.0223169581027
1970.562727351008,2490.2155043158136
2004.0798070784424,2486.640221787795
2008.5517149039829,2487.056732533488
1984.4965671673717,2517.0546377407177
2001.4000025407024,2515.919535237997
1988.4194866644686,2500.6497654773575
2006.0922077173368,2502.127068068941
2009.3035005581753,2492.326758144128
1998.7417971656319,2491.4496955657432
1991.9502250907885,2488.8743385899793
2003.408577417926,2482.5405319904944
2020.486539623287,2489.547347242801
1989.4964724131394,2489.677961404098
1992.1097081105156,2485.3355451110806
1999.3118710038434,2499.747064852506
2015.7041462635693,2504.591264794386
1989.9312815458616,2492.290072937827
1981.633239006423,2486.076548467457
2005.2220122855354,2510.241992425882
1987.6387457000828,2516.401790407214
1988.250820598096,2491.1552409958954
1999.6660581326541,2477.263448609355
2010.443356055777,2503.1932857174656
1998.583627589839,2513.1092909592403
2001.077330943751,2480.1395655490796
1986.0016870921672,2501.4813617076425
2001.8348288062027,2479.7373151683732
1991.0365869840582,2487.9913081815116
2017.0993422308165,2511.984160325287
1986.1318190742081,2515.217083602007
1993.2591175841985,2468.5125261223134
1991.6301598768157,2473.5447335255462
1997.0497589124136,2481.6227894026374
1989.8242422239903,2509.6631109824543
1994.3077441362907,2484.542506539709
1994.565377198521,2505.161730412169
2015.9032879482243,2518.8500172219633
2008.4807308211286,2521.9535095498295
2010.2150607266262,2498.4947709695202
1990.1741911774436,2473.0258145131847
1990.6004242744411,2504.2263785749424
1965.5641831969872,2512.466712716198
2009.777914537356,2517.151084279023
1984.5063855846217,2506.8454204120203
2014.3717700598415,2498.2641802209673
1990.8097017473763,2520.2693970421205
1998.807798995379,2474.397621259673
2008.9857260832343,2494.348991279489
1981.6535250013928,2507.533265047241
1997.147044242717,2523.5224815878532
1982.3970427445256,2495.0012014158015
2009.6929339403016,2497.733382132041
1982.8946349276398,2504.4043293058476
1985.0020485624748,2511.6046095097895
2001.2511168945982,2503.4607146567027
2014.4305214177793,2490.041563177807
1982.2231124358284,2479.7974348587313
2002.822472149464,2504.98793177085
2002.8076777741849,2496.9175857068212
2001.0906782149095,2491.20384098232
2001.3106865116013,2485.099425274193
1981.7196430175218,2505.202581924736
2020.8606143385553,2493.685955783666
1993.267948729021,2504.132199024372
2006.4124088548047,2489.1127857375377
2022.3382173105929,2503.3444965947724
1994.1234699600777,2512.965562758223
1984.5154395843285,2489.5666770229313
2001.4759327682125,2507.7311068408835
1990.5130164723096,2500.462124795189
2003.77214050785,2491.2300359891888
1989.5589796323036,2497.4542679014194
2006.7141342008854,2481.938456954878
2010.7150022695562,2507.5037471259434
2018.5935098161765,2500.854147838332
2006.72844104239,2502.6506625236993
1994.8084646701952,2485.6356199017573
2008.082761078145,2503.377123999417
2020.5567938451813,2485.416560934762
2008.6853751160663,2459.136961193936
2003.4410972174248,2504.976729627123
2012.0846753299911,2485.9121091026964
2002.763969234822,2493.627753374486
2000.2604424868525,2518.444777113092
2003.2523599985216,2481.164890700954
1988.1130078383048,2499.4114130846815
2000.9600374889883,2500.179890183764
1996.473378156493,2499.7781050619865
2008.8288820957096,2506.22931557116
2030.897465928348,2491.458069958856
2000.2162605694753,2500.6977206485094
1984.9315524389256,2486.4506725364176
2009.157755087518,2483.002441439975
1982.4739816712026,2499.6850964165296
1988.1453600298762,2497.301086631792
1989.5255777888653,2514.055861804704
1981.2875377934038,2504.117287678856
2014.4218235101134,2503.2867221164033
1979.5728117216022,2511.946775117001
2008.8900889940498,2491.322999194309
2028.1515559437626,2464.5310368736045
1975.6042094843422,2472.4837067074386
2014.4947522989892,2505.1545371289885
2020.4025508573582,2506.4955956175145
1997.311472365183,2495.8738358137607
1985.6531973737087,2513.0508325603646
2020.2060663429827,2503.252635548475
1992.3284600578936,2489.7057978331245
2002.416990410058,2512.8146195223308
1982.2401186660152,2486.5362777634346
1974.3453189026368,2484.783645269192
2015.6010549716987,2506.7455512231277
2008.748768119,2498.443430213851
1988.1438651888034,2512.0702262594637
2002.3114835552967,2495.270679181846
2005.25418687505,2490.5053774462067
1995.7468715055552,2506.855150424655
1983.725865421266,2479.989428278184
1994.8175598395167,2491.5507371311946
2020.3768541121347,2502.8542002078843
2011.0941501498762,2485.4357000167365
1976.8877551244261,2507.133722190253
2002.4576137415859,2494.8763560241364
2007.1811262774754,2492.5361605842077
2003.2204032624036,2497.558261182371
1991.569923947393,2492.754631903226
1991.9684356687865,2521.6530406280335
1998.4722301064928,2518.5690946585314
1991.0616189951627,2490.632526582095
1995.2453275428752,2514.499194193943
1985.9457506999213,2500.741891415644
1998.8427931414665,2501.3003423870937
2017.4758287496809,2518.079337056089
2002.527043577536,2503.6762512969194
1998.779514113053,2480.5013581872577
2023.4330574150956,2484.84069954288
2011.909747973245,2504.4024386999413
2008.6300765984165,2497.5972457169228
2016.28530460723,2493.0207577814344
1984.1677557266278,2499.8259069096093
2021.529049561274,2498.4991783238347
2001.7355616400102,2505.067585545566
2007.5650094006276,2510.5941048257528
1997.0458252277522,2482.9054713365636
1996.6925496524816,2508.978470694047
1999.3731596486246,2507.8501018044913
2006.023657207606,2494.369351932756
1999.9171063625088,2503.074921208222
2016.9034212382935,2480.721972163754
1989.1894926315379,2491.117376920271
2009.6794602386988,2505.364417767369
2003.129762936019,2509.915754567764
2014.8006122008858,2493.545835235969
1994.1611974809075,2501.780238358806
1996.5966335509888,2512.039827927191
1989.4068218045347,2510.0766076052478
1995.9225873066766,2477.5148937647295
1994.0215889869135,2491.990770953946
1993.496914124977,2500.353257713584
2014.6858280556542,2500.077463294565
2011.7249936792748,2513.209906847059
2010.0477645614537,2508.690068670065
2021.3329286131302,2501.3332979736283
2008.0162637482908,2524.198568450786
2010.987161970797,2487.4601426171234
2003.1818371806012,2513.8132865304938
1985.0396471224753,2496.9306730476833
1988.9219888013015,2496.93884897998
1994.1506982529745,2504.4575490005295
1990.0083294586386,2493.691309592034
1986.4547449424208,2500.721219463818
1998.0080992761027,2481.833175945473
2021.1101093567117,2487.0247996281764
1997.1012851499686,2485.071090524283
2013.706003058566,2486.2549519070144
1988.5328163506433,2517.3926481457875
1990.2649545458032,2499.5669203104258
1986.1571715125913,2504.7780778821725
2013.9768873276212,2487.6403100317293
1971.539816060757,2473.3799682005815
2005.2966097602073,2498.184875008863
1990.919516983863,2499.0215329350904
1995.6664736076348,2478.011417534516
2000.7464119421124,2483.310787041338
2018.0991503801272,2515.692434517471
1969.3441070496274,2508.199848278377
2005.7973631274926,2492.1113679176087
2009.553323951585,2515.6159275358773
2001.5923578702339,2517.795093199806
1997.4800876820193,2509.516090139551
1991.3207591231258,2513.0224298772073
1998.4626000724872,2499.933965994764
2015.5555334763853,2499.6551730509846
2007.7900677780217,2518.6267969987675
1991.3631927232238,2479.6416764596574
2025.504687982099,2495.310003059445
2006.7405806679067,2492.869764859878
2011.7584139560436,2503.663873879745
2012.6874464100754,2491.462484710562
2012.917021745453,2504.191714562231
2018.0354806224786,2496.3005870190445
1999.7993756044075,2482.679881138524
1994.1372722271012,2501.0275420108496
1979.997643672258,2505.308013125207
1996.7425695567695,2490.0362808908058
1979.0623104660535,2498.0615045818195
1999.7267465345144,2515.9113063061614
1985.5186005842445,2521.2200064954104
1998.7898121791463,2506.935660703056
1986.381058182901,2504.93396762081
2001.8112259320108,2499.118277641854
2013.1536724066902,2501.9146084189506
2013.6813889348718,2492.5169540641486
1990.7550152992228,2504.7221750362955
2022.135166431452,2535.631679687883
2017.0500400961657,2501.196324840946
1985.6788403906405,2530.1237427237484
2004.597374383573,2489.9871141771414
1976.6005562567736,2459.987528958055
1995.674178314814,2503.4546667787763
1993.9875276033545,2519.0364226634756
1982.0883205246357,2516.2880373947355
2006.5347738191922,2484.5582507759987
1995.2732984279835,2518.48956919123
1984.8849311417312,2510.1730537930544
1988.6707413498928,2511.125807492485
2010.5598971784846,2500.4184613143534
1991.643253244429,2483.164354918593
1984.2682441382221,2481.4350529362077
2002.9059993619685,2485.427574167468
2012.8098352871152,2487.2087019934893
1997.017758144455,2495.003832565616
2010.9060976337717,2526.160494804933
1999.3190841331166,2487.108190271607
2003.0701120894162,2479.9962625634125
2007.8316913263145,2488.4362689056948
2015.3448058478198,2507.769986023762
1982.940117853389,2479.877633300194
1993.128849371394,2465.7729282714577
2001.6314530263783,2499.555890098647
2000.6040389282543,2486.8689005211872
2010.0172063129182,2498.759872988291
2027.4003547599257,2499.003320045129
2005.5579946874554,2483.189258149078
1982.9966721228852,2510.3613990451054
2005.5994600923343,2495.5495900110514
1994.7664148041395,2483.6257740979954
2009.303133683265,2487.0366912925683
2008.1339414884635,2488.412594691204
1980.6145920444026,2507.301777419114
1992.1196373393477,2503.59037680858
2000.0113747873975,2498.180011206956
2002.3984908237092,2515.364755058639
2023.9097166933805,2495.4345377823047
1997.1505886372772,2526.922170152194
2018.6900390370386,2497.593476661481
1999.812991141333,2512.5272257780066
1971.3704761569963,2470.293827344297
1990.1914192401866,2513.1268124515063
1995.8228133476055,2495.9478724903447
1998.5039576285278,2507.415832864127
2000.325361546268,2484.980632947623
2001.4485059306105,2510.5634963690363
1991.8187852429537,2502.004957286698
1998.41380959808,2499.672692513974
2026.9310404895252,2498.034200352188
1999.7199085583823,2493.7301679295233
2011.4747215621458,2493.205132833656
1972.803604113972,2467.7226097443995
1991.112471282742,2483.2779371129564
1989.6703882750985,2503.2797412308246
2019.0921382883384,2499.777474934051
1995.0190105850427,2506.6688410650063
2009.6236862696592,2489.5031762140457
1982.3170556037478,2500.315528158684
2007.1920904296312,2515.9966087794405
1989.9287948011963,2498.8216768978577
1996.392114409869,2502.4687553143926
2000.8494361899675,2512.6030571162196
2007.3026760153325,2505.338210383857
1993.4880691055137,2497.0459841548127
2003.6896738311893,2494.8306353174607
2010.4961790641971,2500.383210500682
2003.2196449850837,2494.327793380507
1994.5626488301812,2511.290766675031
2018.4450681983317,2503.5188709872587
1988.8245772837663,2507.659918943302
2021.3888600540913,2464.565912230823
1985.592205490113,2512.6366184422573
2024.6513765826815,2499.85351907723
2001.8667166974515,2498.810391158823
1981.839415009248,2510.2183173257554
1987.8745713110907,2491.6996494551227
2019.7507058575634,2510.3411771756737
2022.1455884129712,2503.0014960711787
1990.952312769025,2511.9810481148
2003.6863121692786,2498.465691196563
2005.9547724038337,2503.289064052297
1984.7030364822538,2507.608512889743
2012.1105377930612,2505.3637752048357
1995.9561180668638,2494.3277587101475
2000.4810707538388,2493.9635664955276
2010.1073318302235,2520.678110728255
2014.9235442570598,2507.484643208775
1993.588510616112,2481.8574271553252
2001.8827742874264,2510.4786527164038
2016.4527998392232,2530.3144625581394
1984.8248543070322,2509.764427237033
1996.3223447409332,2494.459817043616
2003.8875274218626,2496.8643386648364
2013.096933494091,2479.3819869722984
2023.6072370336312,2503.219474763252
1999.6571708763977,2511.447690718402
2000.8085425554084,2491.1139663125164
1988.9318421557693,2488.2555006469656
1989.532899503622,2507.209217219503
1994.2499887765339,2513.396506638593
1993.6002842539644,2489.428146148311
2001.346358680751,2505.3359725580344
2011.1238174929729,2490.812545126723
1998.3341285943595,2494.3950208758224
2001.217671689534,2506.6283279315976
2014.8273215140414,2517.586512685821
1991.3950043625866,2494.884626513972
2013.3191878390653,2485.4178783416014
1997.5171290602539,2478.602537054252
2012.2457286447184,2482.879755400957
2008.6108194909639,2470.5779310715143
1977.153386478741,2492.75160023815
1985.197682024127,2484.867584119551
1984.46275456472,2496.54135488875
1980.9239610183658,2507.838097997305
1984.6197306396507,2483.912323133809
2003.8271071283975,2489.6414500481656
2021.3007702773934,2497.800032685645
2016.760965240156,2487.436757651888
1966.1286809267274,2506.9935342173712
1991.845087212753,2505.095665262677
1992.31411759896,2503.4795954056344
1973.052544679474,2507.6925847102743
2001.8412226611308,2502.4514802100402
2015.6987278037434,2507.8678301743503
1995.6804810210635,2483.7458842514375
2026.1482337905236,2499.845471725239
2024.2706977515684,2515.526817796528
1975.7577966741144,2513.1764997779883
2003.555139447028,2510.6486447554103
2009.3588620962357,2478.968883890747
2020.7249159885116,2501.9667674963002
1995.446492919811,2483.6545569881982
2000.3523564619707,2496.495536792836
2004.981412644373,2508.8527181678246
2006.478997505669,2501.779269136681
1992.1272688633035,2505.4511201816576
1981.0290155683474,2475.7272319930726
1996.6672774015808,2500.542983292441
1987.892089192829,2513.544193172188
2011.0693622719284,2495.542133790847
1993.6697509221376,2510.0991540664863
2001.4756119975957,2491.2353620636
2008.958928194764,2498.6176104136125
2032.761864481119,2484.1509863963815
2014.4649080879674,2484.5597497610966
1999.4522351440526,2489.3094900486253
1998.942500194162,2507.578132988261
1990.0403244893935,2505.164787051129
2004.0237392378206,2493.2843947857996
2003.7604064433965,2517.18478873924
2004.8213338026112,2492.8473895959414
2003.967531200702,2488.689377765631
2006.2649827392856,2518.7706036874474
2008.5756660003415,2516.6361592987473
1984.8158611782803,2489.6357917896253
1997.144802738173,2497.2687857701894
1987.0028943825246,2476.9056217159577
2006.4962927952874,2499.557076830416
2009.9818541570187,2507.5627266264833
2004.7902350834452,2507.1343020766863
2003.184148604206,2498.131131059144
1995.8719834409212,2515.571135199251
2012.4903097540007,2489.413540205771
2004.5453760010728,2471.4564975408102
2010.8902662744254,2499.268166965076
1997.6655306566136,2485.936727678642
1996.1610724637244,2480.4793504846107
2015.2755794264674,2494.4056444721664
1984.5619324793142,2488.9895623415996
1990.9663764716715,2497.7758729780135
1999.337461553695,2512.041263479993
1998.3655990199577,2507.232489328932
1979.7811006452885,2522.3519471649724
1999.6083211224748,2495.4543989103036
1996.5350914407754,2506.6292809845695
1981.514659378536,2514.5845407424663
2003.1477192262405,2513.5212184107436
1997.3211594359454,2488.1650848351783
2014.9994721705116,2492.392060508623
2017.0914866118567,2500.792026638873
2012.253884265224,2489.6760588945585
2029.3329690809114,2501.5458224487375
2006.1424705662082,2484.178777372697
2001.8503287157766,2498.169460554273
2003.2045867834884,2501.8157977961537
1979.985393704727,2505.9473507204675
2007.4951486044151,2508.278973502312
2003.5941516600017,2495.669846052963
2011.667337229285,2494.6662394195455
1995.5239911609315,2495.6932320951846
2015.3901252413293,2498.6078114548295
2003.9256230504407,2499.704618031093
1993.8974791906292,2502.2522130923758
1985.1375535228642,2478.0168718561254
2002.8084102875061,2478.6309408278844
1993.8700876347852,2495.318697987082
1980.6268379342207,2514.0611803534125
2000.4463426363552,2507.22086009815
2013.714439557504,2507.7670536086002
1998.9730871090287,2504.832113322157
2003.9579784079338,2488.2573531897647
1986.8644237479612,2492.2505647933594
